Cluster ID,confidence_score,﻿Id,id_2,Source,Account_Name,Billing,Industry,canonical_Id,canonical_id_2,canonical_Source,canonical_Account_Name,canonical_Billing,canonical_Industry
7864,,8095,7831_CV,_CV,"MDC Holdings, Inc.",CO,Construction,,,,,,
7865,,8096,7832_CV,_CV,MDS - MINISTERIO DO DESENVOLVIMENTO SOCIAL,DISTRITO FEDERAL,Government,,,,,,
7866,,8097,7833_CV,_CV,"ME ""Susisiekimo paslaugos"" / Vilnius transport",NA,Transportation,,,,,,
7867,,8098,7834_CV,_CV,Meander Medisch Centrum,UT,Healthcare,,,,,,
7868,,8099,7835_CV,_CV,"Means Industries, Inc.",MI,Transportation,,,,,,
556,0.008281389,8100,7836_CV,_CV,Measat Broadcast Network Systems - Astro,Kuala Lumpur,Media,b'8100',b'7836_cv',b'_cv',b'measat broadcast network systems - astro',b'kuala lumpur',b'media'
556,0.008281389,8101,7837_CV,_CV,MEASAT Broadcast Netwrok Systems Sdn Bhd,,Other,b'8100',b'7836_cv',b'_cv',b'measat broadcast network systems - astro',b'kuala lumpur',b'media'
7869,,8102,7838_CV,_CV,"Measured Progress, Inc.",NH,Consulting,,,,,,
7870,,8103,7839_CV,_CV,Meath County Council,,Government,,,,,,
7871,,8104,7840_CV,_CV,Meatpoint/Zwanenberg Food Group,OV,Wholesale & Retail,,,,,,
7872,,8105,7841_CV,_CV,Meda Pharmaceuticals,NJ,Healthcare,,,,,,
7873,,8106,7842_CV,_CV,MedAustron GmbH,NÖ,Healthcare,,,,,,
7874,,8107,7843_CV,_CV,Medcom USA,NV,,,,,,,
7875,,8108,7844_CV,_CV,Medea Spa,SASSARI,Utilities,,,,,,
7876,,8109,7845_CV,_CV,Medela AG,ZUG,Healthcare,,,,,,
7877,,8110,7846_CV,_CV,"Medela, Inc.",IL,Healthcare,,,,,,
7878,,8111,7847_CV,_CV,Medford Public Schools,OR,Education,,,,,,
7879,,8112,7848_CV,_CV,Medgaz,Almeria,Chemicals,,,,,,
7880,,8113,7849_CV,_CV,MEDGULF,NA,Banking & Insurance,,,,,,
7881,,8114,7850_CV,_CV,Media Broadcast GmbH,,Technology,,,,,,
7882,,8115,7851_CV,_CV,Media Management S.W.,Baden-Wuerttemberg,Wholesale & Retail,,,,,,
7883,,8116,7852_CV,_CV,MediaCorp Pte Ltd.,,Media,,,,,,
7884,,8117,7853_CV,_CV,MediaNet GmbH,Baden-Württemberg,Wholesale & Retail,,,,,,
7885,,8118,7854_CV,_CV,MEDIAPOST,,Consulting,,,,,,
7886,,8119,7855_CV,_CV,Mediapro Cloud SLU,Barcelona,Media,,,,,,
7887,,8120,7856_CV,_CV,MediaQMI Inc.,Ontario,Media,,,,,,
7888,,8121,7857_CV,_CV,Medical College of Wisconsin,WI,Healthcare,,,,,,
7889,,8122,7858_CV,_CV,Medical Imaging Consultants,Alberta,Healthcare,,,,,,
7890,,8123,7859_CV,_CV,Medical Mutual of Ohio,OH,Consulting,,,,,,
7891,,8124,7860_CV,_CV,Medical Protection Society,,Healthcare,,,,,,
557,0.019327182,8125,7861_CV,_CV,Medical University of South Carolina,SC,Healthcare,b'8125',b'7861_cv',b'_cv',b'medical university of south carolina',b'sc',b'healthcare'
7892,,8126,7862_CV,_CV,Medicare,LISBOA,Healthcare,,,,,,
7893,,8127,7863_CV,_CV,Medice Arzneimittel Pütter GmbH & Co. KG,,Healthcare,,,,,,
7894,,8128,7864_CV,_CV,MEDICHEM,Barcelona,Healthcare,,,,,,
7895,,8129,7865_CV,_CV,Medicines Discovery Catapult Ltd,Cheshire,,,,,,,
7896,,8130,7866_CV,_CV,MEDICOVER SP Z O O,NA,Healthcare,,,,,,
7897,,8131,7867_CV,_CV,Medien Union GmbH Rheinpfalz Druckerei,,Media,,,,,,
7898,,8132,7868_CV,_CV,Medigene AG,Bayern,Healthcare,,,,,,
7899,,8133,7869_CV,_CV,"MedImmune, Inc. (AstraZeneca)",MD,Healthcare,,,,,,
7900,,8134,7870_CV,_CV,Medio Banca Innovation Services S.C.p.A.,MILANO,Technology,,,,,,
7901,,8135,7871_CV,_CV,Mediobanca S.p.A.,MILANO,Banking & Insurance,,,,,,
7902,,8136,7872_CV,_CV,Medisch Spectrum Twente,OV,Healthcare,,,,,,
7903,,8137,7873_CV,_CV,Medisize Oy,,Manufacturing,,,,,,
7904,,8138,7874_CV,_CV,"Mediware Information Systems, Inc.",KS,Healthcare,,,,,,
7905,,8139,7875_CV,_CV,Medizinischer Dienst der Krankenversicherung,,Healthcare,,,,,,
7906,,8140,7876_CV,_CV,"Medline Industries, Inc.",IL,Healthcare,,,,,,
7907,,8141,7877_CV,_CV,MedNetwoRx,TX,Healthcare,,,,,,
7908,,8142,7878_CV,_CV,"Medpace, Inc.",OH,Consulting,,,,,,
7909,,8143,7879_CV,_CV,MedStar,MD,Healthcare,,,,,,
7910,,8144,7880_CV,_CV,MeduNet,,Consulting,,,,,,
7911,,8145,7881_CV,_CV,MEE West Brabant,NB,Healthcare,,,,,,
7912,,8146,7882_CV,_CV,MEG Energy,Alberta,Chemicals,,,,,,
7913,,8147,7883_CV,_CV,"Megacable Comunicaciones de Mexico, S.A. de C.V.",Distrito Federal,Communications,,,,,,
7914,,8148,7884_CV,_CV,Megaforce Company Limited,Taiwan,Technology,,,,,,
7915,,8149,7885_CV,_CV,Meggitt Sensing Systems,FRIBOURG,Banking & Insurance,,,,,,
7916,,8150,7886_CV,_CV,MEGT (Australia) Ltd,VIC,Education,,,,,,
7917,,8151,7887_CV,_CV,Meibes System-Technik GmbH,,Manufacturing,,,,,,
7918,,8152,7888_CV,_CV,Meierguss Sales & Logistics GmbH & Co. KG,Nordrhein-Westfalen,Consulting,,,,,,
7919,,8153,7889_CV,_CV,Meijers Assurantien,NH,Banking & Insurance,,,,,,
7920,,8154,7890_CV,_CV,Meiller Direct GmbH,Bayern,Consulting,,,,,,
7921,,8155,7891_CV,_CV,Meilleur Taux Conseil,n/a,Banking & Insurance,,,,,,
7922,,8156,7892_CV,_CV,Mektec Europe GmbH,Baden-Württemberg,Technology,,,,,,
7923,,8157,7893_CV,_CV,Melbourne Business School,VIC,Education,,,,,,
7924,,8158,7894_CV,_CV,MELBOURNE INSTITUTE OF TECHNOLOGY PTY LTD,VIC,Education,,,,,,
269,6.856399e-07,8159,7895_CV,_CV,Melbourne IT,VIC,Communications,b'2920',b'2656_cv',b'_cv',b'city of melbourne',b'vic',b'government'
7925,,8160,7896_CV,_CV,Meldkamer Haaglanden,ZH,Government,,,,,,
7926,,8161,7897_CV,_CV,Members 1st Federal Credit Union,PA,Banking & Insurance,,,,,,
7927,,8162,7898_CV,_CV,Memento Inc.,MA,Technology,,,,,,
7928,,8163,7899_CV,_CV,Memorial Care Medical Foundation,CA,Other,,,,,,
7929,,8164,7900_CV,_CV,Memorial Medical Center Inc,WI,Healthcare,,,,,,
7930,,8165,7901_CV,_CV,MemorialCare Health System,CA,Healthcare,,,,,,
52,0.94623035,8166,7902_CV,_CV,Menards,WI,Wholesale & Retail,b'147',b'148 lw',b'lw',b'menards',b'wisconsin',b'services'
7931,,8167,7903_CV,_CV,Mengel Metzger Barr & Co,NY,Consulting,,,,,,
7932,,8168,7904_CV,_CV,mengniu Group,,Agriculture,,,,,,
7933,,8169,7905_CV,_CV,MENNEKES Elektrotechnik GmbH & Co. KG,,Manufacturing,,,,,,
7934,,8170,7906_CV,_CV,Mennel Milling Company,OH,Manufacturing,,,,,,
7935,,8171,7907_CV,_CV,Mental Illness Fellowship Victoria,VIC,Healthcare,,,,,,
7936,,8172,7908_CV,_CV,Menzies Aviation Plc,,Transportation,,,,,,
7937,,8173,7909_CV,_CV,Mercadona,Valencia,Wholesale & Retail,,,,,,
7938,,8174,7910_CV,_CV,Mercantile Bank of Michigan,MI,Banking & Insurance,,,,,,
7939,,8175,7911_CV,_CV,Mercedes-Benz Research and Development India Pvt. Ltd.,KARNATAKA,Transportation,,,,,,
7940,,8176,7912_CV,_CV,Merchant Bank of Sri Lanka and Finance PLC,,,,,,,,
7941,,8177,7913_CV,_CV,Merchant Finance,,,,,,,,
7942,,8178,7914_CV,_CV,Merck & Co,NJ,Healthcare,,,,,,
7943,,8179,7915_CV,_CV,"Merck, Sharp Dohme Federal Credit Union",PA,Banking & Insurance,,,,,,
7944,,8180,7916_CV,_CV,Mercuria Energy Group Holding SA,GENEVE,Chemicals,,,,,,
558,7.308681e-07,8181,7917_CV,_CV,Mercury Engineering,NA,Construction,b'8181',b'7917_cv',b'_cv',b'mercury engineering',b'na',b'construction'
558,7.308681e-07,8182,7918_CV,_CV,Mercury NZ Limited,ROTORUA,Utilities,b'8181',b'7917_cv',b'_cv',b'mercury engineering',b'na',b'construction'
53,0.9886881,8183,7919_CV,_CV,Mercy Health,VIC,Healthcare,b'148',b'149 lw',b'lw',b'mercy health - missouri',b'missouri',b'healthcare & pharmaceuticals'
7945,,8184,7920_CV,_CV,Mercy Health and Aged Care Central Queensland Limited,QLD,Healthcare,,,,,,
7946,,8185,7921_CV,_CV,Mercy Health Corporation,WI,Healthcare,,,,,,
559,0.0024754507,8186,7922_CV,_CV,Meridian It Inc.,IL,Wholesale & Retail,b'8186',b'7922_cv',b'_cv',b'meridian it inc.',b'il',b'wholesale & retail'
559,0.0024754507,8187,7923_CV,_CV,"Meridian Medical Technologies, Inc.",MO,Healthcare,b'8186',b'7922_cv',b'_cv',b'meridian it inc.',b'il',b'wholesale & retail'
7947,,8188,7924_CV,_CV,Merit Energy Company,TX,Chemicals,,,,,,
7948,,8189,7925_CV,_CV,"Merit Medical Systems, Inc.",UT,Healthcare,,,,,,
7949,,8190,7926_CV,_CV,"Meritain Health, Inc.",NY,Consulting,,,,,,
7950,,8191,7927_CV,_CV,Merkur Casino a.s.,,Recreation,,,,,,
7951,,8192,7928_CV,_CV,Merrick & Company,CO,Construction,,,,,,
7952,,8193,7929_CV,_CV,Merrick Bank Corporation,UT,Banking & Insurance,,,,,,
7953,,8194,7930_CV,_CV,Merrimack Mutual Fire Insurance Co. (Andover Companies),MA,Banking & Insurance,,,,,,
7954,,8195,7931_CV,_CV,Mersen USA,MA,Technology,,,,,,
7955,,8196,7932_CV,_CV,Mersey Care Trust,Merseyside,Healthcare,,,,,,
7956,,8197,7933_CV,_CV,Mesa County,CO,Education,,,,,,
7957,,8198,7934_CV,_CV,Mesirow Financial Administrative Corporation,IL,Banking & Insurance,,,,,,
7958,,8199,7935_CV,_CV,Meski,ANKARA,Manufacturing,,,,,,
560,0.003885267,8200,7936_CV,_CV,Messe Friedrichshafen GmbH,,Consulting,b'8200',b'7936_cv',b'_cv',b'messe friedrichshafen gmbh',b'bayern',b'consulting'
560,0.003885267,8201,7937_CV,_CV,Messe München GmbH,Bayern,Consulting,b'8200',b'7936_cv',b'_cv',b'messe friedrichshafen gmbh',b'bayern',b'consulting'
7959,,8202,7938_CV,_CV,Messer Construction Co.,OH,Construction,,,,,,
7960,,8203,7939_CV,_CV,MetaBank,SD,Banking & Insurance,,,,,,
7961,,8204,7940_CV,_CV,Metacom,,Communications,,,,,,
7962,,8205,7941_CV,_CV,Metal Exchange Corporation,MO,Wholesale & Retail,,,,,,
7963,,8206,7942_CV,_CV,MetalCraft of Mayville,WI,Manufacturing,,,,,,
7964,,8207,7943_CV,_CV,Meterological Sevice - Met Eireann,,Technology,,,,,,
7965,,8208,7944_CV,_CV,Methanex,,Chemicals,,,,,,
7966,,8209,7945_CV,_CV,Methodist Health System of Dallas,TX,Healthcare,,,,,,
7967,,8210,7946_CV,_CV,"Methodist Healthcare Ministries of South Texas, Inc.",TX,Healthcare,,,,,,
7968,,8211,7947_CV,_CV,Methodist Hospitals Northlake Campus,IN,Healthcare,,,,,,
7969,,8212,7948_CV,_CV,Metricon Homes,VIC,Other,,,,,,
7970,,8213,7949_CV,_CV,"Metrix Instrument Co., LP",TX,Technology,,,,,,
561,1.218482e-07,8214,7950_CV,_CV,Metro Government of Nashville,TN,Government,b'8214',b'7950_cv',b'_cv',b'metro government of nashville',b'tn',b'government'
561,1.218482e-07,8215,7951_CV,_CV,Metro Nashville Board of Education,TN,Education,b'8214',b'7950_cv',b'_cv',b'metro government of nashville',b'tn',b'government'
7971,,8216,7952_CV,_CV,Metro Systems GmbH,NA,Technology,,,,,,
7972,,8217,7953_CV,_CV,Metro Trains,VIC,Other,,,,,,
7973,,8218,7954_CV,_CV,Metroline Ltd,ENG,Transportation,,,,,,
7974,,8219,7955_CV,_CV,Metron Aviation,VA,Transportation,,,,,,
7975,,8220,7956_CV,_CV,metron GmbH,Bayern,Consulting,,,,,,
7976,,8221,7957_CV,_CV,Metropolis Healthcare Limited,MH,Healthcare,,,,,,
7977,,8222,7958_CV,_CV,Metropolitan Council of MN,MN,Government,,,,,,
7978,,8223,7959_CV,_CV,Metropolitan Fire And Emergency Services Board,VIC,Consulting,,,,,,
7979,,8224,7960_CV,_CV,Metropolitan Museum Of Art,NY,Recreation,,,,,,
7980,,8225,7961_CV,_CV,Metropolitan Nashville Police Department,TN,Government,,,,,,
7981,,8226,7962_CV,_CV,Metropolitan Water Reclamation District of Greater Chicago,IL,Government,,,,,,
7982,,8227,7963_CV,_CV,Mettler Toledo SAS,IDF,Other,,,,,,
7983,,8228,7964_CV,_CV,Mettler-Toledo GmbH,,Technology,,,,,,
7984,,8229,7965_CV,_CV,Meuhedet,,Healthcare,,,,,,
7985,,8230,7966_CV,_CV,Mewbourne Oil Company,TX,Chemicals,,,,,,
7986,,8231,7967_CV,_CV,Meyn Food Processing Technology B.V.,NH,Manufacturing,,,,,,
7987,,8232,7968_CV,_CV,MFA Incorporated,MO,Manufacturing,,,,,,
7988,,8233,7969_CV,_CV,MFA Oil Company,MO,Chemicals,,,,,,
7989,,8234,7970_CV,_CV,MFG Patentanwälte,,Legal,,,,,,
7990,,8235,7971_CV,_CV,"mG miniGears Suzhou Co., Ltd.",jiangsu,Manufacturing,,,,,,
7991,,8236,7972_CV,_CV,MGB Metro Group Buying HK Limited,Hong Kong,Wholesale & Retail,,,,,,
7992,,8237,7973_CV,_CV,MGMC,MO,Banking & Insurance,,,,,,
7993,,8238,7974_CV,_CV,"MGP Ingredients, Inc.",KS,Manufacturing,,,,,,
7994,,8239,7975_CV,_CV,MHK Marketing Handel Kooperation GmbH & Co,,Other,,,,,,
7995,,8240,7976_CV,_CV,MHMR Tarrant,TX,Healthcare,,,,,,
7996,,8241,7977_CV,_CV,MHO Marienhospital Osnabrück - Niels Stensen Kliniken,,Healthcare,,,,,,
562,0.0028345366,8242,7978_CV,_CV,Miami Dade College,FL,Education,b'8242',b'7978_cv',b'_cv',b'miami dade college',b'fl',b'education'
562,0.0028345366,8243,7979_CV,_CV,Miami-Dade Expressway Authority,FL,Transportation,b'8242',b'7978_cv',b'_cv',b'miami dade college',b'fl',b'education'
7997,,8244,7980_CV,_CV,mianyang city housing accumulation fund management center,Sichuan,Government,,,,,,
7998,,8245,7981_CV,_CV,"Mianyang Xinchen Engine Co., Ltd.",Sichuan,Manufacturing,,,,,,
7999,,8246,7982_CV,_CV,MIC Tanzania Limited,NA,Technology,,,,,,
8000,,8247,7983_CV,_CV,Micex,No,Banking & Insurance,,,,,,
8001,,8248,7984_CV,_CV,Michael & Susan Dell Foundation,TX,Recreation,,,,,,
8002,,8249,7985_CV,_CV,"Michael Foods, Inc.",MN,Agriculture,,,,,,
8003,,8250,7986_CV,_CV,Michael Hill Jeweller,QLD,Manufacturing,,,,,,
8004,,8251,7987_CV,_CV,"Michael Kors, LLC",NY,Wholesale & Retail,,,,,,
8005,,8252,7988_CV,_CV,Michael Page International plc,Surrey,Consulting,,,,,,
8006,,8253,7989_CV,_CV,Michelmores Solicitors Ltd.,NA,Legal,,,,,,
8007,,8254,7990_CV,_CV,Michels Corporation,WI,Construction,,,,,,
8008,,8255,7991_CV,_CV,Michener Institute,Ontario,Education,,,,,,
8009,,8256,7992_CV,_CV,Michigan Conference of Teamsters,MI,Banking & Insurance,,,,,,
8010,,8257,7993_CV,_CV,Michigan First Credit Union,MI,Banking & Insurance,,,,,,
8011,,8258,7994_CV,_CV,Michigan Primary Care Association,MI,Other,,,,,,
563,0.99818027,8259,7995_CV,_CV,Michigan State University,MI,Education,b'8259',b'7995_cv',b'_cv',b'michigan state university',b'mi',b'education'
563,0.99818027,8260,7996_CV,_CV,Michigan State University,MI,Education,b'8259',b'7995_cv',b'_cv',b'michigan state university',b'mi',b'education'
8012,,8261,7997_CV,_CV,Micro Focus International Plc,Berkshire,Technology,,,,,,
8013,,8262,7998_CV,_CV,Micro Instruments,NY,Wholesale & Retail,,,,,,
8014,,8263,7999_CV,_CV,MicroAge,AZ,Wholesale & Retail,,,,,,
8015,,8264,8000_CV,_CV,MICROCITY COMPRUTADORES E SISTEMAS LTDA,MINAS GERAIS,Technology,,,,,,
8016,,8265,8001_CV,_CV,MICROGEN,,Technology,,,,,,
8017,,8266,8002_CV,_CV,"Micron Technology, Inc.",ID,Technology,,,,,,
8018,,8267,8003_CV,_CV,Microsemi Corporation,CA,Technology,,,,,,
564,0.0011697847,8268,8004_CV,_CV,Microsoft Corporation,WA,Technology,b'8268',b'8004_cv',b'_cv',b'microsoft corporation',b'wa',b'technology'
564,0.0011697847,8269,8005_CV,_CV,Microsoft Office Group,WA,Technology,b'8268',b'8004_cv',b'_cv',b'microsoft corporation',b'wa',b'technology'
565,6.5859456e-07,8270,8006_CV,_CV,Mid Coast Hospital,ME,Healthcare,b'8270',b'8006_cv',b'_cv',b'mid coast hospital',b'me',b'healthcare'
565,6.5859456e-07,8271,8007_CV,_CV,Mid Continent Instruments,KS,Manufacturing,b'8270',b'8006_cv',b'_cv',b'mid coast hospital',b'me',b'healthcare'
8019,,8272,8008_CV,_CV,Mid-Hudson RIC - Ulster County BOCES,NY,Education,,,,,,
8020,,8273,8009_CV,_CV,Midac,VICENZA,Manufacturing,,,,,,
8021,,8274,8010_CV,_CV,Midas Group Ltd,,Construction,,,,,,
8022,,8275,8011_CV,_CV,Midcounties Co-operative,West Midlands,Other,,,,,,
8023,,8276,8012_CV,_CV,Middleburg Financial Corporation,VA,Banking & Insurance,,,,,,
8024,,8277,8013_CV,_CV,Middlebury College,VT,Education,,,,,,
8025,,8278,8014_CV,_CV,Middletown North High School,NJ,Education,,,,,,
8026,,8279,8015_CV,_CV,Midi Libre,Hérault,Media,,,,,,
8027,,8280,8016_CV,_CV,Midland National Life Insurance Co.,SD,Banking & Insurance,,,,,,
8028,,8281,8017_CV,_CV,Midland State Bank,IL,Banking & Insurance,,,,,,
8029,,8282,8018_CV,_CV,Midlothian Council,Mid Lothian,Government,,,,,,
8030,,8283,8019_CV,_CV,"Midwest Energy, Inc.",KS,Utilities,,,,,,
8031,,8284,8020_CV,_CV,Midwest Family Mutual Insurance Co.,MN,Banking & Insurance,,,,,,
8032,,8285,8021_CV,_CV,Mie Prefecture,Mie,Government,,,,,,
8033,,8286,8022_CV,_CV,Miejskie Zaklady Autobusowe Sp. z o.o.,,Transportation,,,,,,
566,0.862717,8287,8023_CV,_CV,Migdal,NA,Other,b'8287',b'8023_cv',b'_cv',b'migdal',b'na',b'other'
566,0.862717,8288,8024_CV,_CV,Migdal Capital Market (D),South District,Banking & Insurance,b'8287',b'8023_cv',b'_cv',b'migdal',b'na',b'other'
8034,,8289,8025_CV,_CV,MIKO Group HQ,,Other,,,,,,
8035,,8290,8026_CV,_CV,Milacron Inc.,OH,Manufacturing,,,,,,
8036,,8291,8027_CV,_CV,MILANO RISTORAZIONE SPA,Lombardia,Hospitality,,,,,,
8037,,8292,8028_CV,_CV,Milchprüfring Bayern e.V.,,Consulting,,,,,,
8038,,8293,8029_CV,_CV,Milcobel Belgium,NA,Manufacturing,,,,,,
8039,,8294,8030_CV,_CV,MILEI GmbH,Bayern,Manufacturing,,,,,,
8040,,8295,8031_CV,_CV,Miles Kimball Company,WI,Wholesale & Retail,,,,,,
8041,,8296,8032_CV,_CV,Military Bank,,,,,,,,
8042,,8297,8033_CV,_CV,Miljonlotteriet AB,VG,Recreation,,,,,,
8043,,8298,8034_CV,_CV,Millar Western Forest Products,Alberta,Manufacturing,,,,,,
8044,,8299,8035_CV,_CV,Millard Public Schools,NE,Education,,,,,,
8045,,8300,8036_CV,_CV,"Millennium Laboratories, Inc.",CA,Consulting,,,,,,
8046,,8301,8037_CV,_CV,"Millennium Trust Company, LLC",IL,Banking & Insurance,,,,,,
8047,,8302,8038_CV,_CV,MILLER CANFIELD PADDOCK STONE,MI,Legal,,,,,,
8048,,8303,8039_CV,_CV,Miller Electric Manufacturing Co.,WI,Manufacturing,,,,,,
8049,,8304,8040_CV,_CV,Miller Thomson Llp,Ontario,Legal,,,,,,
8050,,8305,8041_CV,_CV,Millet Plastics Group,,Manufacturing,,,,,,
8051,,8306,8042_CV,_CV,MILLICOM TCHAD S.A.,,Communications,,,,,,
8052,,8307,8043_CV,_CV,Milliken & Company,SC,Manufacturing,,,,,,
8053,,8308,8044_CV,_CV,Mills AS,NA,Manufacturing,,,,,,
8054,,8309,8045_CV,_CV,Miltenyi Biotec GmbH,Nordrhein-Westfalen,Technology,,,,,,
8055,,8310,8046_CV,_CV,Milton Keynes Hospital NHS Foundation Trust,,Healthcare,,,,,,
8056,,8311,8047_CV,_CV,Milwaukee County Transit System,WI,Transportation,,,,,,
8057,,8312,8048_CV,_CV,Milwaukee Metropolitan Sewerage District,WI,Chemicals,,,,,,
8058,,8313,8049_CV,_CV,Milwaukee Public Library,WI,Government,,,,,,
8059,,8314,8050_CV,_CV,MIMO Tech Company Limited,,Technology,,,,,,
8060,,8315,8051_CV,_CV,Minas de Aguas Teñidas SAU (Grupo Trafigura),,Other,,,,,,
8061,,8316,8052_CV,_CV,"Minco Products, Inc.",MN,Technology,,,,,,
8062,,8317,8053_CV,_CV,Mind Over Eye,CA,Consulting,,,,,,
8063,,8318,8054_CV,_CV,Mindshift Technologies,VA,Technology,,,,,,
8064,,8319,8055_CV,_CV,"Mindspark Interactive Network, Inc.",NY,Communications,,,,,,
8065,,8320,8056_CV,_CV,Mindteck (India) Ltd.,KARNATAKA,Communications,,,,,,
8066,,8321,8057_CV,_CV,Mineral Resources Limited,WA,Other,,,,,,
8067,,8322,8058_CV,_CV,Mingara Leisure Group,NSW,Wholesale & Retail,,,,,,
8068,,8323,8059_CV,_CV,Mingledorff's Inc,GA,Wholesale & Retail,,,,,,
8069,,8324,8060_CV,_CV,mingzhu Limited by Share Ltd,,Construction,,,,,,
8070,,8325,8061_CV,_CV,"Ministarstvi gospodarstva, rada i poduzetni?tva",,Government,,,,,,
8071,,8326,8062_CV,_CV,"Ministere Agriculture, Pecheries et Alimentation",Quebec,Government,,,,,,
567,0.013684367,8327,8063_CV,_CV,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,,Government,b'8327',b'8063_cv',b'_cv',"b""ministere de l'enseignement superieur et de la recherche scientifique""",b'quebec',b'government'
567,0.013684367,8328,8064_CV,_CV,Ministere de la Sante et des Services,Quebec,Government,b'8327',b'8063_cv',b'_cv',"b""ministere de l'enseignement superieur et de la recherche scientifique""",b'quebec',b'government'
8072,,8329,8065_CV,_CV,Ministere Des Finances,Quebec,Government,,,,,,
8073,,8330,8066_CV,_CV,Ministere du Conseil Executif,Quebec,Government,,,,,,
8074,,8331,8067_CV,_CV,Ministerie Buitenlandse Zaken,NA,Government,,,,,,
8075,,8332,8068_CV,_CV,Ministerie van Binnenlandse Zaken,ZH,Government,,,,,,
568,0.6130691170692444,8333,8069_CV,_CV,Ministerie van Defensie,ZH,Government,b'8333',b'8069_cv',b'_cv',b'ministerie van defensie',b'zh',b'government'
8076,,8334,8070_CV,_CV,Ministerie van Economische Zaken,ZH,Banking & Insurance,,,,,,
8077,,8335,8071_CV,_CV,Ministerie van Justitie (IND),NH,Government,,,,,,
568,0.6130691170692444,8336,8072_CV,_CV,Ministerie van Veiligheid en Justitie,ZH,Government,b'8333',b'8069_cv',b'_cv',b'ministerie van defensie',b'zh',b'government'
569,0.0029779624,8337,8073_CV,_CV,Ministério da Ciência e Tecnologia - MCT,DISTRITO FEDERAL,Government,b'8337',b'8073_cv',b'_cv',b'ministerio da ciencia e tecnologia - mct',b'distrito federal',b'government'
569,0.0029779624,8338,8074_CV,_CV,Ministério da Educação e Cultura - MEC,DISTRITO FEDERAL,Government,b'8337',b'8073_cv',b'_cv',b'ministerio da ciencia e tecnologia - mct',b'distrito federal',b'government'
8078,,8339,8075_CV,_CV,Ministerio da Integracao Nacional,GOIAS,,,,,,,
8079,,8340,8076_CV,_CV,Ministerio das Relações Exteriores - Itamaraty,DISTRITO FEDERAL,Government,,,,,,
8080,,8341,8077_CV,_CV,"MINISTERIO DE AGRICULTURA, ALIMENTACION Y MEDIO AMBIENTE",MD,Government,,,,,,
8081,,8342,8078_CV,_CV,MINISTERIO DE CULTURA - INSTITUTO D ARQUIVOS NACIONAIS TORRE DO TOMBO,,Other,,,,,,
8082,,8343,8079_CV,_CV,Ministerio de Relaciones Exteriores y Movilidad Humana del Ecuador,EC,Government,,,,,,
8083,,8344,8080_CV,_CV,Ministerio del Poder Popular para Hábitat y Vivienda,Venezuela,,,,,,,
8084,,8345,8081_CV,_CV,Ministerio Publico Do Espirito Santo,ESPIRITO SANTO,Government,,,,,,
8085,,8346,8082_CV,_CV,Ministerium für Justiz und Gleichstellung des Landes Sachsen-Anhalt,,Government,,,,,,
8086,,8347,8083_CV,_CV,Ministero del Lavoro e delle Politiche Sociali,ROMA,Government,,,,,,
8087,,8348,8084_CV,_CV,Ministero dell'Interno - Dip. di Pubblica Sicurezza Direzione Investigativa Anti,Rome,Government,,,,,,
8088,,8349,8085_CV,_CV,Ministero dell'interno - Viminale,ROMA,Government,,,,,,
8089,,8350,8086_CV,_CV,Ministero della Difesa,,Government,,,,,,
8090,,8351,8087_CV,_CV,Ministerstwo Infrastruktury i Budownictwa,,Government,,,,,,
8091,,8352,8088_CV,_CV,Ministerstwo Kultury i Dziedzictwa Narodowego,,Government,,,,,,
8092,,8353,8089_CV,_CV,Ministerstwo Obrony Narodowej,,Government,,,,,,
8093,,8354,8090_CV,_CV,"Ministerstwo Rodziny, Pracy i Polityki Spolecznej",,Hospitality,,,,,,
8094,,8355,8091_CV,_CV,Ministerstwo Spraw Wewn?trznych i Administracji,,Government,,,,,,
570,0.6214041,8356,8092_CV,_CV,"Ministry Culture, Community and Youth (MCCY)",,Government,b'8356',b'8092_cv',b'_cv',"b'ministry culture, community and youth (mccy)'",b'taiwan',b'government'
8095,,8357,8093_CV,_CV,Ministry for Social Equality,,Government,,,,,,
8096,,8358,8094_CV,_CV,Ministry of Agriculture,NA,Communications,,,,,,
8097,,8359,8095_CV,_CV,MINISTRY OF CIVIL AFFAIRS OF THE PEOPLE'S REPUBLIC OF CHINA,bj,Government,,,,,,
8098,,8360,8096_CV,_CV,MINISTRY OF COMMUNICATIONS AND INFORMATION,,Government,,,,,,
8099,,8361,8097_CV,_CV,Ministry of Construction of Samara region,Samarskaya Oblast',Government,,,,,,
570,0.6214041,8362,8098_CV,_CV,Ministry of Culture,Taiwan,Government,b'8356',b'8092_cv',b'_cv',"b'ministry culture, community and youth (mccy)'",b'taiwan',b'government'
8100,,8363,8099_CV,_CV,Ministry of Defence Israel,,Government,,,,,,
571,0.00037735183,8364,8100_CV,_CV,"Ministry of Economic Affairs, ROC",Taiwan,Government,b'8364',b'8100_cv',b'_cv',"b'ministry of economic affairs, roc'",b'taiwan',b'government'
572,0.067932,8365,8101_CV,_CV,Ministry of Economy and Planning,,Government,b'8365',b'8101_cv',b'_cv',b'ministry of economy and planning',b'',b'government'
